season,game,round,team,home,win,draw,tries,conversions,pens,kick_at_goal,drop_goals,kicks_from_hand,passes,runs,meters_run,clean_breaks,defenders_beat,offloads,rucks,mauls,turns_conceded,tackles,tackle_success,scrums,lineouts,penalties
2014_15,115,20,bath,1,1,0,5,3 from 5,4 from 4,0.78,0,18,143,102,559,16,32,15,58 from 61 (95.1%),10 from 10 (100.0%),10,105/3,0.97,"4 won, 0 lost (100.0%)","15 won, 1 lost (93.8%)",7
2014_15,115,20,irish,0,0,0,2,1 from 2,2 from 2,0.75,0,17,115,93,271,4,3,7,63 from 67 (94.0%),4 from 5 (80.0%),6,84/32,0.72,"3 won, 2 lost (60.0%)","8 won, 0 lost (100.0%)",19
2014_15,116,20,northampton,1,1,0,1,1 from 1,6 from 8,0.78,0,24,156,127,386,7,17,7,93 from 98 (94.9%),4 from 7 (57.1%),11,70/11,0.86,"9 won, 2 lost (81.8%)","12 won, 3 lost (80.0%)",7 (1)
2014_15,116,20,saracens,0,0,0,2,2 from 2,2 from 3,0.8,0,18,88,70,155,3,11,3,49 from 54 (90.7%),3 from 5 (60.0%),17,150/17,0.9,"2 won, 2 lost (50.0%)","8 won, 1 lost (88.9%)",17 (0)
2014_15,117,20,leicester,1,1,0,6,4 from 6,0 from 0,0.67,0,10,148,112,538,9,28,8,72 from 79 (91.1%),0 from 0,21,39/10,0.8,"11 won, 0 lost (100.0%)","12 won, 2 lost (85.7%)",12
2014_15,117,20,welsh,0,0,0,2,2 from 2,1 from 3,0.6,0,14,53,44,110,4,10,8,25 from 27 (92.6%),0 from 0,15,121/28,0.81,"9 won, 3 lost (75.0%)","9 won, 5 lost (64.3%)",15
2014_15,118,20,gloucester,1,1,0,5,4 from 5,3 from 4,0.78,0,19,145,146,533,16,20,7,117 from 119 (98.3%),0 from 0,8,113/22,0.84,"3 won, 2 lost (60.0%)","7 won, 0 lost (100.0%)",8
2014_15,118,20,newcastle,0,0,0,4,4 from 4,4 from 4,1,0 (1 missed),20,155,110,368,11,22,17,75 from 79 (94.9%),0 from 0,11,162/20,0.89,"4 won, 1 lost (80.0%)","15 won, 0 lost (100.0%)",8
2014_15,119,20,sale,1,0,0,3,1 from 3,2 from 2,0.6,0,19,157,115,613,15,21,11,77 from 82 (93.9%),0 from 0,17,136/20,0.87,"7 won, 1 lost (87.5%)","12 won, 2 lost (85.7%)",9
2014_15,119,20,harlequins,0,1,0,4,1 from 4,1 from 1,0.4,0,23,185,140,507,7,20,22,87 from 94 (92.6%),0 from 0,14,122/21,0.85,"8 won, 1 lost (88.9%)","10 won, 0 lost (100.0%)",15
2014_15,120,20,wasps,1,1,0,3 (1 penalty try),3 from 3,5 from 6,0.89,0 (1 missed),28,83,80,363,7,16,11,53 from 54 (98.1%),4 from 6 (66.7%),12,128/17,0.88,"8 won, 1 lost (88.9%)","7 won, 1 lost (87.5%)",10 (1)
2014_15,120,20,exeter,0,0,0,2,2 from 2,4 from 5,0.88,1,32,126,117,502,3,17,6,86 from 89 (96.6%),4 from 7 (57.1%),12,68/16,0.81,"4 won, 2 lost (66.7%)","11 won, 1 lost (91.7%)",11 (0)
